   frame             x             y             z          roll         pitch           yaw
     778     -0.194796     -0.010774      2.292983     -0.113107     -0.270626    173.965390
     779     -0.194796     -0.010774      2.292983     -0.113107     -0.270626    173.965390
     780     -0.194796     -0.010774      2.292983     -0.113107     -0.270626    173.965390
     781     -0.194796     -0.010774      2.292983     -0.127116     -0.264335    176.965416
     782     -0.194796     -0.010774      2.292983     -0.127116     -0.264335    176.965416
     783     -0.194796     -0.010774      2.292983     -0.140776     -0.257320    179.965439
     784     -0.194796     -0.010774      2.292983     -0.140776     -0.257320    179.965439
     785     -0.194796     -0.010774      2.292983     -0.140776     -0.257320    179.965439
     786     -0.194796     -0.010774      2.292983     -0.154050     -0.249600   -177.034542
     787     -0.194796     -0.010774      2.292983     -0.154050     -0.249600   -177.034542
     788     -0.194796     -0.010774      2.292983     -0.154050     -0.249600   -177.034542
     789     -0.194796     -0.010774      2.292983     -0.166902     -0.241195   -174.034526
     790     -0.194796     -0.010774      2.292983     -0.166902     -0.241195   -174.034526
     791     -0.194796     -0.010774      2.292983     -0.179296     -0.232130   -171.034514
     792     -0.194796     -0.010774      2.292983     -0.179296     -0.232130   -171.034514
     793     -0.194796     -0.010774      2.292983     -0.179296     -0.232130   -171.034514
     794     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     795     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     796     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     797     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     798     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     799     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     800     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     801     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     802     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     803     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     804     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     805     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     806     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     807     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     808     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     809     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     810     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     811     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     812     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     813     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     814     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     815     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     816     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     817     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     818     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     819     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     820     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     821     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     822     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     823     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     824     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     825     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     826     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     827     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     828     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     829     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     830     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     831     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     832     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     833     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     834     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     835     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     836     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     837     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     838     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     839     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     840     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     841     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     842     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     843     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     844     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     845     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     846     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     847     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     848     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     849     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     850     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     851     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     852     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     853     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     854     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     855     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     856     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     857     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     858     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     859     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     860     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     861     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     862     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     863     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     864     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     865     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     866     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     867     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     868     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     869     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     870     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     871     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     872     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     873     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     874     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     875     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     876     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     877     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     878     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
     879     -0.194796     -0.010774      2.292983     -0.191199     -0.222428   -168.034506
